City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Strezhevoy,RU,60.7333,77.5889,69.21,49,100,15.46,overcast clouds
349,Salto,UY,-31.3833,-57.9667,50.16,58,20,18.01,few clouds
350,Namibe,AO,-15.1961,12.1522,81.81,35,0,9.31,clear sky
351,Coahuayana,MX,18.7333,-103.6833,78.37,83,100,2.21,overcast clouds
352,Nadym,RU,65.5333,72.5167,59.14,76,100,19.55,overcast clouds
353,Hecun,CN,36.5333,114.1111,74.95,53,86,5.39,overcast clouds
354,Ucluelet,CA,48.9329,-125.5528,52.09,94,100,4.05,overcast clouds
355,Tessalit,ML,20.1986,1.0114,108.91,5,12,17.52,few clouds
356,Egvekinot,RU,66.3167,-179.1667,40.8,53,78,2.71,broken clouds
357,Lakes Entrance,AU,-37.8811,147.981,47.16,78,93,16.53,overcast clouds
358,Grenada,ES,37.1882,-3.6067,97.16,29,20,6.91,few clouds
359,Musafirkhana,IN,26.3667,81.8,105.71,14,84,5.44,broken clouds
360,Penukonda,IN,14.0833,77.5833,88.27,41,71,14.83,broken clouds
361,Clyde River,CA,70.4692,-68.5914,34.03,93,100,10.36,overcast clouds
362,Mandan,US,46.8267,-100.8896,68.36,73,0,0.0,clear sky
363,Itamaraju,BR,-17.0392,-39.5311,74.71,77,96,2.71,overcast clouds
364,Kpandae,GH,8.4689,-0.0113,93.06,45,79,6.8,broken clouds
365,Turukhansk,RU,65.8167,87.9833,68.7,41,16,6.06,few clouds
366,Vega De Alatorre,MX,20.0333,-96.6333,82.15,64,91,0.74,overcast clouds
367,Praia,CV,14.9215,-23.5087,84.74,61,0,13.8,clear sky
368,Oksfjord,NO,70.2396,22.3479,50.07,73,86,6.64,overcast clouds
369,Sambava,MG,-14.2667,50.1667,75.97,72,19,12.73,few clouds
370,Boundiali,CI,9.5217,-6.4869,97.05,32,98,3.36,overcast clouds
371,Kamenka,RU,51.3223,42.7678,76.71,45,3,5.57,clear sky
372,Lyngseidet,NO,69.5763,20.2189,48.2,74,74,6.67,broken clouds
373,Aleppo,SY,36.25,37.5,89.89,22,0,19.37,clear sky
374,Muncar,ID,-8.4333,114.3333,77.27,89,100,1.83,heavy intensity rain
375,Codrington,AU,-38.2667,141.9667,50.95,69,85,10.98,overcast clouds
376,Lincoln,US,40.8,-96.667,70.14,81,0,10.36,clear sky
377,Mariinsk,RU,56.2139,87.7472,64.17,66,17,11.21,few clouds
378,Taltal,CL,-25.4,-70.4833,63.77,64,43,4.21,scattered clouds
379,Esqueda,MX,30.7167,-109.5833,78.6,39,83,1.97,broken clouds
380,Nova Era,BR,-19.75,-43.0375,79.63,40,9,4.27,clear sky
381,Chapleau,CA,47.8405,-83.4034,55.49,76,40,0.0,scattered clouds
382,Chaiyaphum,TH,15.75,102.0,81.45,68,86,6.11,overcast clouds
383,Korla,CN,41.7597,86.1469,86.94,10,15,3.31,few clouds
384,Yar-Sale,RU,66.8333,70.8333,63.77,58,83,16.69,broken clouds
385,Taos,US,36.4072,-105.5731,76.21,28,0,4.61,clear sky
386,Boyolangu,ID,-8.1181,111.8935,76.82,89,99,1.12,light rain
387,Pachmarhi,IN,22.4667,78.4333,89.24,21,55,4.36,broken clouds
388,Butterworth,MY,5.3991,100.3638,82.44,87,20,4.61,moderate rain
389,Wagar,SD,16.1525,36.2032,101.07,23,61,5.95,broken clouds
390,Pathein,MM,16.7833,94.7333,80.02,85,100,7.36,overcast clouds
391,Touros,BR,-5.1989,-35.4608,83.89,67,87,12.17,overcast clouds
392,Mawlaik,MM,23.6333,94.4167,77.23,98,100,1.14,overcast clouds
393,Dong Xoai,VN,11.5333,106.9167,77.59,90,96,2.35,light rain
394,Milas,TR,37.3164,27.7839,88.95,23,75,13.8,broken clouds
395,Christiana,ZA,-27.914,25.1611,67.26,21,0,4.79,clear sky
396,Petukhovo,RU,55.0692,67.9019,67.89,54,42,9.69,scattered clouds
397,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,70,49,6.42,scattered clouds
398,Ust-Barguzin,RU,53.45,108.9833,43.21,100,100,0.63,overcast clouds
399,Merritt Island,US,28.5392,-80.672,87.89,73,40,11.5,haze
400,Chimbote,PE,-9.0853,-78.5783,65.44,82,80,6.58,broken clouds
401,Suratgarh,IN,29.3167,73.9,105.01,10,0,10.76,clear sky
402,Taseyevo,RU,57.2169,94.8978,60.84,61,2,3.83,clear sky
403,Preston,GB,53.7667,-2.7167,72.32,55,20,23.02,few clouds
404,Bar Harbor,US,44.3876,-68.2039,69.39,64,0,11.01,clear sky
405,Hualmay,PE,-11.0964,-77.6139,65.64,78,53,7.54,broken clouds
406,Kumanovo,MK,42.1322,21.7144,72.18,70,100,6.58,overcast clouds
407,Ijero,NG,6.4819,3.3803,91.63,62,40,10.36,light rain
408,Jieshi,CN,22.8134,115.8257,79.43,88,100,13.73,light rain
409,Kavaratti,IN,10.5669,72.642,83.35,77,100,14.92,overcast clouds
410,Zhuhai,CN,22.2769,113.5678,82.18,100,40,3.44,scattered clouds
411,Vysokogornyy,RU,50.1167,139.15,37.74,97,93,2.53,overcast clouds
412,Abancay,PE,-13.6339,-72.8814,60.6,54,0,0.74,clear sky
413,Flinders,AU,-34.5833,150.8552,54.18,69,1,5.99,clear sky
414,Prince Albert,CA,53.2001,-105.7677,58.95,72,100,11.5,overcast clouds
415,Khromtau,KZ,50.2503,58.4347,62.47,53,68,17.0,broken clouds
416,Abu Samrah,SY,35.3029,37.1841,89.82,17,0,18.5,clear sky
417,Kavieng,PG,-2.5744,150.7967,81.23,76,41,9.84,scattered clouds
418,Kayerkan,RU,69.3497,87.7602,59.52,44,43,13.0,scattered clouds
419,Chirongui,YT,-12.9319,45.1483,80.53,71,18,14.52,few clouds
420,Anadyr,RU,64.75,177.4833,41.5,75,0,4.47,clear sky
421,Mount Isa,AU,-20.7333,139.5,53.37,40,4,8.05,clear sky
422,Bolanos De Calatrava,ES,38.9069,-3.6635,96.78,26,20,5.75,few clouds
423,Ixtapa,MX,20.7,-105.2,78.22,94,100,1.01,overcast clouds
424,Svolvaer,NO,68.2342,14.5683,51.98,59,4,1.74,clear sky
425,Broken Hill,AU,-31.95,141.4333,51.44,79,100,7.7,overcast clouds
426,Deder,ET,9.3167,41.45,68.09,53,89,0.67,light rain
427,Nagaur,IN,27.2,73.7333,102.36,12,0,11.21,clear sky
428,Sarangani,PH,5.4033,125.4636,84.43,70,100,10.07,overcast clouds
429,Cleveland,US,41.4995,-81.6954,72.36,65,0,9.22,clear sky
430,Urusha,RU,54.05,122.9,57.58,41,6,1.03,clear sky
431,Mixco,GT,14.6333,-90.6064,61.59,89,75,6.91,broken clouds
432,Hit,IQ,33.6416,42.8251,100.98,10,0,15.08,clear sky
433,Belyy Yar,RU,53.6039,91.3903,71.49,35,0,6.71,clear sky
434,Srednekolymsk,RU,67.45,153.6833,48.24,87,100,6.98,light rain
435,Moses Lake,US,47.1301,-119.2781,61.16,82,0,0.0,clear sky
436,Culfa,AZ,38.9558,45.6308,85.87,28,27,12.06,scattered clouds
437,Soderhamn,SE,61.3037,17.0592,62.17,70,89,4.59,overcast clouds
438,Ostrovnoy,RU,68.0531,39.5131,44.31,73,56,11.59,broken clouds
439,Port Hawkesbury,CA,45.6169,-61.3485,67.95,87,0,11.5,clear sky
440,Labuhan,ID,-6.8844,112.2051,79.93,83,100,6.87,overcast clouds
441,Kawalu,ID,-7.3817,108.2082,73.58,98,75,0.72,broken clouds
442,Puerto Madryn,AR,-42.7692,-65.0385,40.89,48,1,9.26,clear sky
443,Muscatine,US,41.4667,-91.1335,67.44,82,75,10.36,broken clouds
444,Kidal,ML,18.4411,1.4078,107.98,5,0,10.98,clear sky
445,Shakhtinsk,KZ,49.71,72.5872,77.72,37,83,3.02,broken clouds
446,Porto San Giorgio,IT,43.1827,13.7934,73.85,62,63,16.91,broken clouds
447,Yanam,IN,16.7333,82.2167,83.5,68,100,12.06,overcast clouds
448,Dakoro,NE,14.5106,6.765,104.04,16,2,4.05,clear sky
449,Queanbeyan,AU,-35.35,149.2333,45.41,86,64,8.05,broken clouds
450,Orikhove,UA,45.1294,33.6318,71.69,67,39,7.76,scattered clouds
451,Celestun,MX,20.8667,-90.4,81.79,74,6,10.07,clear sky
452,Bidar,IN,17.9,77.55,83.23,56,69,8.93,broken clouds
453,Richards Bay,ZA,-28.783,32.0377,67.71,77,71,2.06,broken clouds
454,Eufaula,US,31.8913,-85.1455,82.44,83,100,5.75,thunderstorm
455,Port Macquarie,AU,-31.4333,152.9167,41.9,75,0,8.16,clear sky
456,Kafue,ZM,-15.7691,28.1814,67.77,52,86,7.78,overcast clouds
457,Radovitskiy,RU,55.1282,39.7956,77.85,46,86,8.68,overcast clouds
458,Pedernales,DO,18.0384,-71.744,83.77,59,56,4.36,broken clouds
459,Zhigansk,RU,66.7697,123.3711,54.01,78,100,9.24,overcast clouds
460,Dongsheng,CN,39.8161,109.9776,75.0,17,99,8.46,overcast clouds
461,Vostok,RU,46.4856,135.8833,42.39,92,4,0.65,clear sky
462,Ossora,RU,59.2353,163.0719,46.11,87,98,1.14,overcast clouds
463,Evensk,RU,61.95,159.2333,41.68,98,100,13.98,moderate rain
464,Bahile,PH,9.9995,118.7878,80.11,80,7,3.89,clear sky
465,Verkhnyaya Inta,RU,65.9811,60.3094,72.84,34,2,13.96,clear sky
466,Namatanai,PG,-3.6667,152.4333,78.24,78,5,7.27,clear sky
467,Roald,NO,62.5833,6.1333,65.32,67,0,9.22,clear sky
468,Gushikawa,JP,26.3544,127.8686,80.6,90,75,16.11,broken clouds
469,Karlshamn,SE,56.1706,14.8619,67.91,59,100,8.5,overcast clouds
470,Olinda,BR,-8.0089,-34.8553,82.13,78,40,8.05,scattered clouds
471,Naze,JP,28.3667,129.4833,68.92,96,100,18.39,moderate rain
472,Geraldton,AU,-28.7667,114.6,63.01,88,40,8.05,light rain
473,Birao,CF,10.2849,22.7882,97.68,28,90,6.62,overcast clouds
474,Uige,AO,-7.6087,15.0613,88.74,19,43,2.37,scattered clouds
475,Hobyo,SO,5.3505,48.5268,82.18,66,84,29.64,broken clouds
476,Buenaventura,CO,3.8801,-77.0312,80.98,79,39,1.86,scattered clouds
477,Zhicheng,CN,30.2956,111.5047,78.76,67,100,3.58,overcast clouds
478,Jalu,LY,29.0331,21.5482,111.27,8,0,17.65,clear sky
479,Cape Canaveral,US,28.4058,-80.6048,87.08,74,0,11.5,clear sky
480,Waipawa,NZ,-41.4122,175.5153,53.42,72,1,27.51,light rain
481,Drayton Valley,CA,53.2168,-114.9854,53.37,91,99,6.91,overcast clouds
482,Aksu,CN,41.1231,80.2644,87.17,16,24,7.87,few clouds
483,Bauchi,NG,10.5,10.0,92.07,35,91,9.78,overcast clouds
484,Tongchuan,CN,35.0806,109.0897,74.23,37,26,3.29,scattered clouds
485,Hovd,MN,48.0056,91.6419,59.18,20,0,2.86,clear sky
486,Qasigiannguit,GL,68.8193,-51.1922,35.85,89,100,3.76,overcast clouds
487,Pedra,BR,-8.4969,-36.9408,79.99,59,34,10.13,scattered clouds
488,Salalah,OM,17.0151,54.0924,87.89,79,75,14.97,broken clouds
489,Norrtalje,SE,59.758,18.705,69.98,58,65,9.35,broken clouds
490,Davila,PH,18.4726,120.5763,83.35,80,100,8.28,overcast clouds
491,Muli,MV,2.9167,73.5667,83.62,71,100,9.55,overcast clouds
492,Manokwari,ID,-0.8667,134.0833,79.14,78,15,3.83,few clouds
493,Havelock,US,34.8791,-76.9013,76.98,77,100,14.97,overcast clouds
494,Putyatino,RU,54.16,41.1169,72.61,79,87,9.95,overcast clouds
495,Belmopan,BZ,17.25,-88.7667,80.98,91,99,5.5,overcast clouds
496,Bandiagara,ML,14.3501,-3.6104,105.46,10,3,3.76,clear sky
497,Killybegs,IE,54.6333,-8.45,62.31,73,97,24.72,overcast clouds
498,Cap-Aux-Meules,CA,47.3821,-61.8597,60.85,82,75,12.66,broken clouds
499,Umm Lajj,SA,25.0213,37.2685,90.27,47,0,16.24,clear sky
500,Oka,CA,45.4649,-74.0889,62.89,72,98,12.66,overcast clouds
501,Imeni Poliny Osipenko,RU,52.4201,136.4853,46.29,85,69,6.6,broken clouds
502,Gazanjyk,TM,39.2446,55.5154,88.52,29,59,20.96,broken clouds
503,Paungde,MM,18.4833,95.5,81.1,79,100,9.35,overcast clouds
504,Georgiyevka,KZ,43.0369,74.7114,80.64,41,40,6.71,scattered clouds
505,Atambua,ID,-9.1061,124.8925,73.31,84,39,7.78,scattered clouds
506,Ushtobe,KZ,45.2514,77.9838,80.28,36,100,6.38,light rain
507,Husavik,IS,66.0449,-17.3389,43.09,90,100,8.43,light rain
508,Galesong,ID,-5.3166,119.3661,78.82,84,96,7.49,overcast clouds
509,Cao Bang,VN,22.6667,106.25,76.3,97,99,1.99,moderate rain
510,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.41,82,87,7.29,overcast clouds
511,Hofn,IS,64.2539,-15.2082,50.02,81,100,17.27,light intensity drizzle
512,Krasnyy Chikoy,RU,50.3643,108.7512,49.84,97,78,2.17,broken clouds
513,Malakal,SS,9.5334,31.6605,90.27,37,99,3.6,overcast clouds
514,Nayoro,JP,44.3506,142.4578,52.59,92,54,2.89,broken clouds
515,Fort Nelson,CA,58.8053,-122.7002,49.59,93,100,8.05,light rain
516,Nyurba,RU,63.2842,118.3319,57.0,54,69,7.09,broken clouds
517,Kumbhraj,IN,24.3667,77.05,98.29,21,45,6.13,scattered clouds
518,Luderitz,NA,-26.6481,15.1594,73.35,34,24,2.57,few clouds
519,Lethem,GY,3.3803,-59.7968,83.68,72,67,5.12,broken clouds
520,Key West,US,24.5557,-81.7826,89.6,71,0,5.75,clear sky
521,Gualaquiza,EC,-3.4,-78.55,63.12,99,94,1.68,heavy intensity rain
522,Auki,SB,-8.7676,160.7034,75.81,86,38,3.91,scattered clouds
523,Sola,VU,-13.8833,167.55,80.62,79,41,12.1,scattered clouds
524,Maldonado,UY,-34.6667,-54.9167,49.39,54,3,19.42,clear sky
525,Kroya,ID,-7.6331,109.2461,78.31,84,91,2.64,light rain
526,Malanje,AO,-9.5402,16.341,79.93,22,0,6.26,clear sky
527,Paraiso,CR,9.8383,-83.8656,68.41,73,70,2.3,broken clouds
528,Tadpatri,IN,14.9167,78.0167,94.73,36,68,20.42,broken clouds
529,Ngorongoro,TZ,-3.2397,35.4875,61.9,52,79,5.75,broken clouds
530,Ustikolina,BA,43.5836,18.79,65.77,89,96,7.74,overcast clouds
531,Ancud,CL,-41.8697,-73.8203,43.09,73,41,6.42,scattered clouds
532,Bandarbeyla,SO,9.4942,50.8122,79.57,78,8,30.36,clear sky
533,Kloulklubed,PW,7.0419,134.2556,77.5,76,96,3.24,moderate rain
534,Isakly,RU,54.1333,51.5333,67.46,80,90,6.15,overcast clouds
535,Barranca,PE,-10.75,-77.7667,66.02,75,74,8.43,broken clouds
536,Ploemeur,FR,47.7333,-3.4333,68.95,78,100,13.8,overcast clouds
537,Magadan,RU,59.5667,150.8,34.54,98,100,11.7,snow
538,Tigzirt,DZ,36.8886,4.1198,76.42,53,0,10.4,clear sky
539,Beyneu,KZ,45.3167,55.2,82.0,25,92,17.2,overcast clouds
540,Barra Dos Coqueiros,BR,-10.9089,-37.0386,82.42,74,20,12.66,few clouds
541,Navan,IE,53.6528,-6.6814,61.05,78,40,18.01,scattered clouds
542,Carauari,BR,-4.8828,-66.8958,84.7,67,97,3.11,light rain
543,Luwuk,ID,-0.9516,122.7875,77.54,87,55,3.27,broken clouds
544,Houma,US,29.5958,-90.7195,86.0,86,100,4.61,overcast clouds
545,Lahij,YE,13.1667,44.5833,94.75,35,40,4.54,scattered clouds
546,Hambantota,LK,6.1241,81.1185,82.74,83,20,9.22,few clouds
547,Roebourne,AU,-20.7833,117.1333,72.39,83,13,8.34,few clouds
548,Zeya,RU,53.75,127.2667,57.7,57,66,1.23,broken clouds
549,Castro-Urdiales,ES,43.3829,-3.2204,83.48,61,64,7.72,broken clouds
550,Fuxin,CN,42.0156,121.6589,64.63,85,91,2.64,overcast clouds
551,Ayan,RU,56.45,138.1667,42.22,94,100,3.15,overcast clouds
552,Rock Springs,US,41.5875,-109.2029,58.44,47,0,3.44,clear sky
553,Fortuna,US,40.5982,-124.1573,63.93,85,0,5.75,clear sky
554,Gardner,US,42.5751,-71.9981,70.63,60,0,17.27,clear sky
555,Honningsvag,NO,70.9821,25.9704,44.35,70,75,19.57,broken clouds
556,Kutum,SD,14.2,24.6667,94.06,17,86,15.55,overcast clouds
557,Khilok,RU,51.3674,110.4676,47.77,99,86,2.93,overcast clouds
558,Ormara,PK,25.2088,64.6357,83.03,85,10,11.5,clear sky
559,Kaitangata,NZ,-46.2817,169.8464,40.42,83,23,11.07,few clouds
560,Solvychegodsk,RU,61.3305,46.9156,62.35,85,40,8.61,scattered clouds
561,Talara,PE,-4.5772,-81.2719,70.56,73,0,21.85,clear sky
562,Okhotsk,RU,59.3833,143.3,40.59,97,100,5.53,light rain
563,Maragogi,BR,-9.0122,-35.2225,79.48,82,80,7.78,broken clouds
564,Muros,ES,42.7762,-9.0603,77.09,62,0,14.25,clear sky
565,Rocha,UY,-34.4833,-54.3333,50.11,54,14,18.45,few clouds
566,Viking,CA,53.1001,-111.7684,60.66,62,96,7.38,overcast clouds
567,Bone,DE,51.9669,12.1396,78.82,40,50,5.82,scattered clouds
568,Lisakovsk,KZ,52.5369,62.4936,63.43,59,49,10.0,scattered clouds
569,Opportunity,US,47.6499,-117.2399,62.38,90,75,5.75,broken clouds
570,Bulawayo,ZW,-20.15,28.5833,61.65,24,0,10.22,clear sky
571,Porto Velho,BR,-8.7619,-63.9039,78.85,83,20,5.75,few clouds
572,Alihe,CN,50.5667,123.7167,55.99,83,6,1.14,clear sky
573,Jackson,US,42.4165,-122.8345,65.79,75,100,3.44,overcast clouds
574,Urucara,BR,-2.5364,-57.76,88.09,57,73,3.8,broken clouds
575,Faanui,PF,-16.4833,-151.75,79.36,76,0,16.02,light rain
576,Chippewa Falls,US,44.9369,-91.3929,69.89,60,0,0.0,clear sky
577,Bhuj,IN,23.2667,69.6667,84.72,68,5,17.43,clear sky
578,Aksarka,RU,66.5606,67.7975,67.12,56,50,10.6,light rain
579,Camopi,GF,3.1655,-52.3158,78.85,89,100,3.09,light rain
580,Belaya Gora,RU,68.5333,146.4167,46.54,88,96,1.16,overcast clouds
581,Nurota,UZ,40.5614,65.6886,88.57,16,0,13.98,clear sky
582,Half Moon Bay,US,37.4636,-122.4286,75.88,78,0,8.05,mist
583,Balabac,PH,7.9868,117.0645,80.82,79,100,2.24,overcast clouds
584,Hole Narsipur,IN,12.7828,76.2431,71.96,82,99,10.85,overcast clouds
585,Bac Lieu,VN,9.285,105.7244,82.13,81,98,7.56,overcast clouds
586,Plettenberg Bay,ZA,-34.0527,23.3716,64.51,62,0,6.17,clear sky
587,Hay River,CA,60.8156,-115.7999,58.98,77,75,9.22,broken clouds
588,Cumpas,MX,29.9833,-109.7833,85.48,40,15,1.01,few clouds
589,Vung Tau,VN,10.346,107.0843,84.09,77,97,6.87,overcast clouds
590,Greymouth,NZ,-42.4667,171.2,51.39,70,100,18.07,overcast clouds
591,Ust-Shonosha,RU,61.1531,41.343,65.52,59,58,9.95,broken clouds
592,Harper,LR,4.375,-7.7169,82.18,70,95,8.77,overcast clouds
593,Orange Cove,US,36.6244,-119.3137,81.61,45,8,2.82,clear sky
594,Alcochete,PT,38.7553,-8.9609,89.53,50,0,13.8,clear sky
595,Alberton,CA,46.8168,-64.0654,62.73,74,8,18.32,clear sky
596,Dubbo,AU,-32.25,148.6167,46.53,93,100,6.91,overcast clouds
597,Lodja,CD,-3.4833,23.4333,90.9,28,54,3.24,broken clouds
598,Sohag,EG,26.557,31.6948,109.69,7,0,12.8,clear sky
599,Veles,MK,41.7156,21.7756,70.25,87,100,3.38,overcast clouds
600,Boffa,GN,10.1667,-14.0333,92.5,55,53,9.84,broken clouds
601,Grand-Santi,GF,4.25,-54.3833,84.54,70,100,2.33,overcast clouds
602,Mangit,UZ,40.5971,70.9607,89.1,25,75,2.84,broken clouds
603,College,US,64.8569,-147.8028,48.52,67,75,9.22,broken clouds
604,Sabya,SA,17.1495,42.6254,94.62,49,17,10.02,few clouds
605,Mount Gambier,AU,-37.8333,140.7667,49.71,74,100,6.31,overcast clouds
606,Phetchabun,TH,16.25,101.0833,75.99,98,91,7.67,overcast clouds
607,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,94,75,9.93,light intensity drizzle rain
608,Mezen,RU,65.8522,44.24,43.38,87,100,13.13,overcast clouds
609,Nanakuli,US,21.3906,-158.1547,75.15,68,0,6.91,clear sky
610,Karratha,AU,-20.7377,116.8463,73.74,83,0,7.34,clear sky
611,Saint-Paul,RE,-21.0096,55.2707,71.71,77,17,3.71,few clouds
612,Bull Savanna,JM,17.8868,-77.5902,82.08,63,100,10.18,overcast clouds
613,Loa Janan,ID,-0.583,117.095,74.77,97,100,1.19,overcast clouds
614,Mega,ET,4.05,38.3,67.17,49,94,17.02,overcast clouds
615,Axim,GH,4.8699,-2.2405,81.73,74,100,11.03,overcast clouds
616,Alindao,CF,5.0267,21.2088,82.24,67,77,3.2,broken clouds
617,Souillac,MU,-20.5167,57.5167,71.98,78,75,11.5,light rain
618,Dutse,NG,11.7594,9.3392,90.68,42,33,27.29,light rain
619,Dvurechensk,RU,56.5982,61.0953,64.78,84,37,6.71,scattered clouds
620,Yuryuzan,RU,54.8633,58.4219,55.87,94,78,6.67,broken clouds
621,Bartica,GY,6.4,-58.6167,80.92,75,54,3.33,broken clouds
622,Murray Bridge,AU,-35.1167,139.2667,54.12,85,85,6.93,overcast clouds
623,Brae,GB,60.3964,-1.353,57.0,74,27,8.79,light rain
624,Ilam,NP,26.9167,87.9167,68.97,89,81,4.56,broken clouds
625,Nuuk,GL,64.1835,-51.7216,47.01,61,75,9.22,light rain
626,Aswan,EG,24.0934,32.907,110.5,9,0,10.36,clear sky
627,Saurimo,AO,-9.6608,20.3916,78.22,28,65,5.03,broken clouds
628,Dhidhdhoo,MV,6.8833,73.1,82.9,76,99,11.74,overcast clouds
629,Cayenne,GF,4.9333,-52.3333,85.08,25,75,4.61,broken clouds
630,Alofi,NU,-19.0595,-169.9187,69.69,88,27,4.61,scattered clouds
631,Mercedes,AR,-34.6515,-59.4307,47.86,28,0,14.45,clear sky
632,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,100,100,14.97,mist
633,Tual,ID,-5.6667,132.75,82.81,74,99,18.07,overcast clouds
634,Amahai,ID,-3.3333,128.9167,79.02,85,98,4.72,overcast clouds
635,Arawa,PG,-6.2132,155.5367,76.12,91,42,1.92,scattered clouds
636,Tamworth,GB,52.634,-1.6959,70.79,53,95,10.0,overcast clouds
637,Tagusao,PH,9.1924,117.8141,80.64,79,23,3.11,few clouds
638,Kashi,CN,39.4547,75.9797,85.21,15,40,2.24,scattered clouds
639,Buraydah,SA,26.326,43.975,109.85,6,0,11.5,clear sky
640,La Romana,DO,18.4273,-68.9728,86.36,70,40,4.61,scattered clouds
641,Batagay-Alyta,RU,67.8006,130.4114,50.27,56,100,7.7,overcast clouds
642,Islamkot,PK,24.6997,70.177,86.31,60,0,20.36,clear sky
643,Wamba,NG,8.9333,8.6,90.48,48,77,3.8,light rain
644,Hamilton,US,39.1834,-84.5333,75.88,59,0,3.44,clear sky
645,Las Margaritas,MX,16.3167,-91.9833,68.54,78,100,3.24,overcast clouds
646,Karachi,PK,24.9056,67.0822,87.62,66,75,16.11,haze
647,Moerai,PF,-22.4333,-151.3333,74.05,67,43,14.5,scattered clouds
648,Bathsheba,BB,13.2167,-59.5167,86.61,74,40,23.02,scattered clouds
649,Awbari,LY,26.5921,12.7805,107.02,7,46,5.61,scattered clouds
650,Chiang Klang,TH,19.2938,100.8617,75.42,97,100,1.99,overcast clouds
651,Vestmannaeyjar,IS,63.4427,-20.2734,52.79,76,40,6.91,scattered clouds
652,Awash,ET,8.9833,40.1667,91.38,24,86,13.22,overcast clouds
653,Inirida,CO,3.8653,-67.9239,82.45,78,99,3.36,overcast clouds
654,Canakkale,TR,40.0833,26.8333,77.58,34,59,13.33,broken clouds
655,Bukachacha,RU,52.9833,116.9167,52.09,92,21,1.99,few clouds
656,Tateyama,JP,34.9833,139.8667,71.1,86,100,6.62,overcast clouds
657,Nagato,JP,34.3833,131.2,70.2,84,100,9.98,moderate rain
658,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,72.46,49,90,15.39,overcast clouds
659,Fayaoue,NC,-20.65,166.5333,73.49,92,100,9.17,overcast clouds
660,Mendota,US,36.7536,-120.3816,70.07,32,73,9.13,broken clouds
661,Yuncheng,CN,35.0231,110.9928,75.16,54,1,6.04,clear sky
662,Sidhi,IN,24.4167,81.8833,103.1,16,71,5.55,broken clouds
663,Arman,RU,59.7,150.1667,35.02,98,100,7.0,snow
664,Saint-Francois,FR,46.4154,3.9054,79.68,43,0,6.91,clear sky
665,Carinhanha,BR,-14.3047,-43.765,89.6,22,0,4.03,clear sky
666,Belmonte,BR,-15.8631,-38.8828,79.34,64,22,4.18,few clouds
667,Port Moresby,PG,-9.4431,147.1797,78.22,89,75,9.22,broken clouds
668,Jining,CN,35.405,116.5814,68.07,80,8,7.11,clear sky
669,Weifang,CN,36.71,119.1019,67.35,86,87,9.55,overcast clouds
670,Bastia,FR,42.6667,9.3333,83.53,38,0,11.5,clear sky
671,Kenora,CA,49.8167,-94.4337,65.37,34,20,4.61,few clouds
672,Bilma,NE,18.6853,12.9164,107.04,10,44,13.73,scattered clouds
673,Loukhi,RU,66.0764,33.0381,59.97,49,94,0.94,overcast clouds
674,Blyth,GB,55.1271,-1.5086,70.75,45,20,18.41,few clouds
675,Nelson Bay,AU,-32.7167,152.15,52.0,72,1,1.99,clear sky
676,Mindelo,CV,16.8901,-24.9804,80.15,61,20,18.41,few clouds
677,Kharp,RU,66.8014,65.8081,64.06,62,98,7.02,light rain
678,Fasa,IR,28.9383,53.6482,99.64,4,0,19.57,clear sky
679,Cheney,US,47.4874,-117.5758,61.14,94,100,16.11,overcast clouds
680,Saint-Augustin,CA,51.226,-58.6502,50.65,98,100,13.8,overcast clouds
681,Boddam,GB,57.4667,-1.7833,68.43,74,8,21.3,clear sky
682,Northam,GB,51.0333,-4.2167,63.25,69,13,19.01,few clouds
683,Muravlenko,RU,63.7898,74.523,57.79,74,100,13.29,overcast clouds
684,Lufilufi,WS,-13.8745,-171.5986,81.21,67,18,19.06,few clouds
685,Barguzin,RU,53.6167,109.6167,54.63,92,98,1.1,overcast clouds
686,Ketchikan,US,55.3422,-131.6461,52.27,93,100,9.22,mist
687,Poli,TZ,-3.3333,36.8,70.07,52,90,8.03,overcast clouds
688,Taber,CA,49.8167,-112.1518,67.84,50,99,27.63,overcast clouds
689,Corinto,GR,37.9407,22.9573,85.89,52,0,1.99,clear sky
690,Kendari,ID,-3.945,122.4989,75.79,92,49,1.5,scattered clouds
691,Fenelon Falls,CA,44.5334,-78.7496,65.57,61,23,13.85,few clouds
692,Tongzi,CN,28.7829,105.0877,67.28,97,100,3.56,overcast clouds
693,Lira,UG,2.235,32.9097,73.6,74,82,2.19,light rain
